****                   ADMIXTURE Version 1.3.0                  ****
****                    Copyright 2008-2015                     ****
****           David Alexander, Suyash Shringarpure,            ****
****                John  Novembre, Ken Lange                   ****
****                                                            ****
****                 Please cite our paper!                     ****
****   Information at www.genetics.ucla.edu/software/admixture  ****

Cross-validation will be performed.  Folds=5.
Parallel execution requested.  Will use 5 threads.
Random seed: 43
Point estimation method: EM algorithm
Convergence acceleration algorithm: QuasiNewton, 3 secant conditions
Point estimation will terminate when objective function delta < 0.0001
Estimation of standard errors disabled; will compute point estimates only.
Size of G: 124x1554
Performing five EM steps to prime main algorithm
1 (EM) 	Elapsed: 0.047	Loglikelihood: -46918.4	(delta): 222894
286 (QN/EM) 	Elapsed: 0.043	Loglikelihood: -16815.3	(delta): 0.00183284
287 (QN/EM) 	Elapsed: 0.043	Loglikelihood: -16815.3	(delta): 0.00267252
288 (QN/EM) 	Elapsed: 0.043	Loglikelihood: -16815.3	(delta): 0.00446926
289 (QN/EM) 	Elapsed: 0.043	Loglikelihood: -16815.3	(delta): 0.0259415
290 (QN/EM) 	Elapsed: 0.044	Loglikelihood: -16815.3	(delta): 0.000376653
291 (QN/EM) 	Elapsed: 0.043	Loglikelihood: -16815.3	(delta): 0.00198984
292 (QN/EM) 	Elapsed: 0.043	Loglikelihood: -16815.3	(delta): 0.0031237
293 (QN/EM) 	Elapsed: 0.043	Loglikelihood: -16815.3	(delta): 0.0117754
294 (QN/EM) 	Elapsed: 0.043	Loglikelihood: -16815.3	(delta): 0.0174647
295 (QN/EM) 	Elapsed: 0.043	Loglikelihood: -16815.3	(delta): 0.00182253
296 (QN/EM) 	Elapsed: 0.043	Loglikelihood: -16815.3	(delta): 0.00166244
297 (QN/EM) 	Elapsed: 0.043	Loglikelihood: -16815.3	(delta): 0.00278856
298 (QN/EM) 	Elapsed: 0.043	Loglikelihood: -16815.2	(delta): 0.0225046
299 (QN/EM) 	Elapsed: 0.043	Loglikelihood: -16815.2	(delta): 0.00223534
300 (QN/EM) 	Elapsed: 0.043	Loglikelihood: -16815.2	(delta): 0.001526
301 (QN/EM) 	Elapsed: 0.043	Loglikelihood: -16815.2	(delta): 0.00100997
302 (QN/EM) 	Elapsed: 0.043	Loglikelihood: -16815.2	(delta): 0.00569873
303 (QN/EM) 	Elapsed: 0.043	Loglikelihood: -16815.2	(delta): 0.00274707
304 (QN/EM) 	Elapsed: 0.043	Loglikelihood: -16815.2	(delta): 0.00444697
305 (QN/EM) 	Elapsed: 0.043	Loglikelihood: -16815.2	(delta): 0.000340687
306 (QN/EM) 	Elapsed: 0.043	Loglikelihood: -16815.2	(delta): 0.00144299
307 (QN/EM) 	Elapsed: 0.043	Loglikelihood: -16815.2	(delta): 0.00381772
308 (QN/EM) 	Elapsed: 0.043	Loglikelihood: -16815.2	(delta): 0.00177152
309 (QN/EM) 	Elapsed: 0.043	Loglikelihood: -16815.2	(delta): 0.00150353
310 (QN/EM) 	Elapsed: 0.043	Loglikelihood: -16815.2	(delta): 0.000864976
311 (QN/EM) 	Elapsed: 0.043	Loglikelihood: -16815.2	(delta): 0.0015634
312 (QN/EM) 	Elapsed: 0.043	Loglikelihood: -16815.2	(delta): 0.00116728
313 (QN/EM) 	Elapsed: 0.043	Loglikelihood: -16815.2	(delta): 0.00138085
314 (QN/EM) 	Elapsed: 0.043	Loglikelihood: -16815.2	(delta): 0.000805961
315 (QN/EM) 	Elapsed: 0.043	Loglikelihood: -16815.2	(delta): 0.0013832
316 (QN/EM) 	Elapsed: 0.043	Loglikelihood: -16815.2	(delta): 0.000806019
317 (QN/EM) 	Elapsed: 0.043	Loglikelihood: -16815.2	(delta): 0.00131231
318 (QN/EM) 	Elapsed: 0.043	Loglikelihood: -16815.2	(delta): 0.000675109
319 (QN/EM) 	Elapsed: 0.043	Loglikelihood: -16815.2	(delta): 0.00150923
320 (QN/EM) 	Elapsed: 0.043	Loglikelihood: -16815.2	(delta): 0.000605229
321 (QN/EM) 	Elapsed: 0.043	Loglikelihood: -16815.2	(delta): 0.00146109
322 (QN/EM) 	Elapsed: 0.043	Loglikelihood: -16815.2	(delta): 0.000625048
323 (QN/EM) 	Elapsed: 0.043	Loglikelihood: -16815.2	(delta): 0.00132824
324 (QN/EM) 	Elapsed: 0.043	Loglikelihood: -16815.2	(delta): 0.000548963
325 (QN/EM) 	Elapsed: 0.043	Loglikelihood: -16815.2	(delta): 0.0016119
326 (QN/EM) 	Elapsed: 0.043	Loglikelihood: -16815.2	(delta): 0.000597508
327 (QN/EM) 	Elapsed: 0.043	Loglikelihood: -16815.2	(delta): 0.00121121
328 (QN/EM) 	Elapsed: 0.043	Loglikelihood: -16815.2	(delta): 0.000494986
329 (QN/EM) 	Elapsed: 0.043	Loglikelihood: -16815.2	(delta): 0.00174627
330 (QN/EM) 	Elapsed: 0.043	Loglikelihood: -16815.2	(delta): 0.000538008
331 (QN/EM) 	Elapsed: 0.043	Loglikelihood: -16815.2	(delta): 0.0011433
332 (QN/EM) 	Elapsed: 0.043	Loglikelihood: -16815.2	(delta): 0.000437511
333 (QN/EM) 	Elapsed: 0.043	Loglikelihood: -16815.2	(delta): 0.00194219
334 (QN/EM) 	Elapsed: 0.043	Loglikelihood: -16815.2	(delta): 0.000464948
335 (QN/EM) 	Elapsed: 0.043	Loglikelihood: -16815.2	(delta): 0.00108679
336 (QN/EM) 	Elapsed: 0.043	Loglikelihood: -16815.2	(delta): 0.000374975
337 (QN/EM) 	Elapsed: 0.043	Loglikelihood: -16815.2	(delta): 0.00223513
338 (QN/EM) 	Elapsed: 0.043	Loglikelihood: -16815.2	(delta): 0.000393197
339 (QN/EM) 	Elapsed: 0.043	Loglikelihood: -16815.2	(delta): 0.00106595
340 (QN/EM) 	Elapsed: 0.043	Loglikelihood: -16815.2	(delta): 0.000323737
341 (QN/EM) 	Elapsed: 0.043	Loglikelihood: -16815.2	(delta): 0.00248047
342 (QN/EM) 	Elapsed: 0.044	Loglikelihood: -16815.2	(delta): 0.000340347
343 (QN/EM) 	Elapsed: 0.043	Loglikelihood: -16815.2	(delta): 0.001028
344 (QN/EM) 	Elapsed: 0.043	Loglikelihood: -16815.2	(delta): 0.000288607
345 (QN/EM) 	Elapsed: 0.043	Loglikelihood: -16815.2	(delta): 0.00259664
346 (QN/EM) 	Elapsed: 0.043	Loglikelihood: -16815.2	(delta): 0.000300723
347 (QN/EM) 	Elapsed: 0.044	Loglikelihood: -16815.2	(delta): 0.000945829
348 (QN/EM) 	Elapsed: 0.043	Loglikelihood: -16815.2	(delta): 0.000259994
349 (QN/EM) 	Elapsed: 0.043	Loglikelihood: -16815.2	(delta): 0.00256833
350 (QN/EM) 	Elapsed: 0.043	Loglikelihood: -16815.2	(delta): 0.000273377
351 (QN/EM) 	Elapsed: 0.043	Loglikelihood: -16815.2	(delta): 0.000811905
352 (QN/EM) 	Elapsed: 0.043	Loglikelihood: -16815.2	(delta): 0.000234212
353 (QN/EM) 	Elapsed: 0.043	Loglikelihood: -16815.2	(delta): 0.00231892
354 (QN/EM) 	Elapsed: 0.043	Loglikelihood: -16815.2	(delta): 0.000245877
355 (QN/EM) 	Elapsed: 0.043	Loglikelihood: -16815.2	(delta): 0.000674399
356 (QN/EM) 	Elapsed: 0.043	Loglikelihood: -16815.2	(delta): 0.000205891
357 (QN/EM) 	Elapsed: 0.043	Loglikelihood: -16815.2	(delta): 0.00208849
358 (QN/EM) 	Elapsed: 0.043	Loglikelihood: -16815.2	(delta): 0.000213321
359 (QN/EM) 	Elapsed: 0.043	Loglikelihood: -16815.2	(delta): 0.000588548
360 (QN/EM) 	Elapsed: 0.043	Loglikelihood: -16815.2	(delta): 0.000184831
361 (QN/EM) 	Elapsed: 0.043	Loglikelihood: -16815.2	(delta): 0.00171235
362 (QN/EM) 	Elapsed: 0.043	Loglikelihood: -16815.2	(delta): 0.000140706
363 (QN/EM) 	Elapsed: 0.043	Loglikelihood: -16815.2	(delta): 0.000339626
364 (QN/EM) 	Elapsed: 0.043	Loglikelihood: -16815.2	(delta): 0.000105315
365 (QN/EM) 	Elapsed: 0.043	Loglikelihood: -16815.1	(delta): 0.00155503
366 (QN/EM) 	Elapsed: 0.043	Loglikelihood: -16815.1	(delta): 0.000120425
367 (QN/EM) 	Elapsed: 0.043	Loglikelihood: -16815.1	(delta): 0.000307462
368 (QN/EM) 	Elapsed: 0.043	Loglikelihood: -16815.1	(delta): 9.74611e-05
Summary: 
Converged in 368 iterations (16.474 sec)
Loglikelihood: -16815.148111
Fst divergences between estimated populations: 
	Pop0	Pop1	Pop2	Pop3	Pop4	Pop5	Pop6	
Pop0	
Pop1	0.600	
Pop2	0.598	0.617	
Pop3	0.199	0.632	0.610	
Pop4	0.688	0.707	0.566	0.703	
Pop5	0.245	0.457	0.543	0.288	0.581	
Pop6	0.342	0.372	0.541	0.371	0.581	0.191	
Pop7	0.457	0.479	0.403	0.469	0.457	0.400	0.395	
CV error (K=8): 0.13767
Writing output files.
