****                   ADMIXTURE Version 1.3.0                  ****
****                    Copyright 2008-2015                     ****
****           David Alexander, Suyash Shringarpure,            ****
****                John  Novembre, Ken Lange                   ****
****                                                            ****
****                 Please cite our paper!                     ****
****   Information at www.genetics.ucla.edu/software/admixture  ****

Cross-validation will be performed.  Folds=5.
Parallel execution requested.  Will use 5 threads.
Random seed: 43
Point estimation method: EM algorithm
Convergence acceleration algorithm: QuasiNewton, 3 secant conditions
Point estimation will terminate when objective function delta < 0.0001
Estimation of standard errors disabled; will compute point estimates only.
Size of G: 124x1554
Performing five EM steps to prime main algorithm
1 (EM) 	Elapsed: 0.048	Loglikelihood: -47108.9	(delta): 218450
286 (QN/EM) 	Elapsed: 0.071	Loglikelihood: -16469.5	(delta): 1.25993
287 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16468.9	(delta): 0.633367
288 (QN/EM) 	Elapsed: 0.072	Loglikelihood: -16468.3	(delta): 0.569018
289 (QN/EM) 	Elapsed: 0.073	Loglikelihood: -16467.4	(delta): 0.92208
290 (QN/EM) 	Elapsed: 0.071	Loglikelihood: -16466.3	(delta): 1.02883
291 (QN/EM) 	Elapsed: 0.071	Loglikelihood: -16466.1	(delta): 0.245491
292 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16465.4	(delta): 0.695562
293 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16465.3	(delta): 0.115651
294 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16464.9	(delta): 0.422108
295 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16464.6	(delta): 0.29108
296 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16464.4	(delta): 0.12316
297 (QN/EM) 	Elapsed: 0.071	Loglikelihood: -16464.2	(delta): 0.236191
298 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16464.1	(delta): 0.14337
299 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16464	(delta): 0.067778
300 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16464	(delta): 0.0382306
301 (QN/EM) 	Elapsed: 0.071	Loglikelihood: -16463.9	(delta): 0.0272868
302 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16463.9	(delta): 0.0258023
303 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16463.9	(delta): 0.0476916
304 (QN/EM) 	Elapsed: 0.071	Loglikelihood: -16463.8	(delta): 0.0360593
305 (QN/EM) 	Elapsed: 0.071	Loglikelihood: -16463.8	(delta): 0.00323681
306 (QN/EM) 	Elapsed: 0.071	Loglikelihood: -16463.8	(delta): 0.00698486
307 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16463.8	(delta): 0.00570441
308 (QN/EM) 	Elapsed: 0.071	Loglikelihood: -16463.8	(delta): 0.00830877
309 (QN/EM) 	Elapsed: 0.071	Loglikelihood: -16463.8	(delta): 0.0025038
310 (QN/EM) 	Elapsed: 0.071	Loglikelihood: -16463.8	(delta): 0.0122379
311 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16463.8	(delta): 0.0129611
312 (QN/EM) 	Elapsed: 0.071	Loglikelihood: -16463.8	(delta): 0.00113635
313 (QN/EM) 	Elapsed: 0.071	Loglikelihood: -16463.8	(delta): 0.000241545
314 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16463.8	(delta): 0.000754487
315 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16463.8	(delta): 0.00180256
316 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16463.8	(delta): 0.00129228
317 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16463.8	(delta): 0.000328665
318 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16463.8	(delta): 0.00103643
319 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16463.8	(delta): 0.00128493
320 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16463.8	(delta): 0.000893613
321 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16463.8	(delta): 0.000269264
322 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16463.8	(delta): 0.00112271
323 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16463.8	(delta): 0.0011476
324 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16463.8	(delta): 0.000930772
325 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16463.8	(delta): 0.000211311
326 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16463.8	(delta): 0.0011423
327 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16463.8	(delta): 0.000895802
328 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16463.8	(delta): 0.00102436
329 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16463.8	(delta): 0.000168694
330 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16463.8	(delta): 0.00115248
331 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16463.8	(delta): 0.000695652
332 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16463.7	(delta): 0.00109204
333 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16463.7	(delta): 0.000148613
334 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16463.7	(delta): 0.00121028
335 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16463.7	(delta): 0.000545596
336 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16463.7	(delta): 0.00108065
337 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16463.7	(delta): 0.000129808
338 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16463.7	(delta): 0.00115521
339 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16463.7	(delta): 0.000487034
340 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16463.7	(delta): 0.000960658
341 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16463.7	(delta): 0.00013445
342 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16463.7	(delta): 0.00106289
343 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16463.7	(delta): 0.000462463
344 (QN/EM) 	Elapsed: 0.071	Loglikelihood: -16463.7	(delta): 0.000900561
345 (QN/EM) 	Elapsed: 0.071	Loglikelihood: -16463.7	(delta): 0.000128322
346 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16463.7	(delta): 0.000884988
347 (QN/EM) 	Elapsed: 0.071	Loglikelihood: -16463.7	(delta): 0.000526994
348 (QN/EM) 	Elapsed: 0.071	Loglikelihood: -16463.7	(delta): 0.000843567
349 (QN/EM) 	Elapsed: 0.071	Loglikelihood: -16463.7	(delta): 0.000116606
350 (QN/EM) 	Elapsed: 0.071	Loglikelihood: -16463.7	(delta): 0.000859711
351 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16463.7	(delta): 0.000507168
352 (QN/EM) 	Elapsed: 0.071	Loglikelihood: -16463.7	(delta): 0.000708264
353 (QN/EM) 	Elapsed: 0.071	Loglikelihood: -16463.7	(delta): 0.000109594
354 (QN/EM) 	Elapsed: 0.071	Loglikelihood: -16463.7	(delta): 0.000495172
355 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16463.7	(delta): 0.000414504
356 (QN/EM) 	Elapsed: 0.071	Loglikelihood: -16463.7	(delta): 0.00225588
357 (QN/EM) 	Elapsed: 0.071	Loglikelihood: -16463.7	(delta): 0.000190955
358 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16463.7	(delta): 0.000126582
359 (QN/EM) 	Elapsed: 0.07	Loglikelihood: -16463.7	(delta): 0.000109746
360 (QN/EM) 	Elapsed: 0.071	Loglikelihood: -16463.7	(delta): 0.00133156
361 (QN/EM) 	Elapsed: 0.071	Loglikelihood: -16463.7	(delta): 0.000132246
362 (QN/EM) 	Elapsed: 0.071	Loglikelihood: -16463.7	(delta): 9.35861e-05
Summary: 
Converged in 362 iterations (26.23 sec)
Loglikelihood: -16463.730803
Fst divergences between estimated populations: 
	Pop0	Pop1	Pop2	Pop3	Pop4	Pop5	Pop6	Pop7	Pop8	
Pop0	
Pop1	0.283	
Pop2	0.576	0.670	
Pop3	0.460	0.501	0.460	
Pop4	0.612	0.716	0.117	0.480	
Pop5	0.497	0.568	0.560	0.425	0.584	
Pop6	0.151	0.297	0.562	0.450	0.595	0.482	
Pop7	0.232	0.360	0.559	0.449	0.594	0.477	0.196	
Pop8	0.321	0.227	0.679	0.509	0.724	0.578	0.322	0.381	
Pop9	0.272	0.074	0.660	0.496	0.705	0.559	0.275	0.343	0.205	
CV error (K=10): 0.14217
Writing output files.
